sentiment,tweet
Positive,just say no to drugs @philkirby ...trust me  http://twitgoo.com/d3s2
Positive,todays gonna be great. celtics game+lakers+desprite houseswives finale  THREE more full days of school. then its SUMMER 09 
Positive,@casmiruknow Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
Positive,i love the Corpse Bride. 
Positive,"today is the first day of the rest of my life...  mixtape, album , friends, relationships , family ..life will be amazing .i claim it "
Positive,@dannywood Whoa Danny! You are up late!    Sweet dreams! XO
Positive,@RyanD23 oh thats right; i threw a shoe at him.  
Positive,rediscovering my love for missy higgins 
Positive,@Diane_Davis Thanks Diane! Likewise. I have my hands full keeping up with one. I couldn't imagine doing multiple ones like you! 
Positive,good morning 
Positive,@Itxi_Itx Glad you like. Had to change since I couldn't alter. 
Positive,@Redjotter congratulations you are the first entry! You win! it's yours and for free! 
Positive,@jbfan345 what other subjects do u take ? 
Positive,"I have a very large, very important academic test in 8 hours and 28 minutes. Then I have a very large, very important desire to let loose "
Positive,aahhh...just finished shopping 
Positive,"@AnonymousAtBest Thanks  I've stopped dying my hair, so it's going to be that colour again, possibly lighter from the sun."
Positive,The Famous 5 + yours truly  http://www.emailcopywriters.com/ Thanks Jay! @jay_white @tweetni @anitaashland
Positive,"got a new pair of heels, and had lunch at Chili's  and dancing retarded in the car "
Positive,"tomorrow: operation clean &amp; pack, along with case study and paper. then angels and demons. this weekend's not been too bad "
Positive,"@supfoolitsshell hey girl, are you gonna be up in albs in july? i'm taking a summer class &amp; making you hang out with me "
Positive,@Richard_Gable  u'll hav to hear this! u guys lost against NETHERLANDS!  ROFL!
Positive,"Hmmm, Rain(N) i Love My Life "
Positive,Had a great nite at Red Room - Bollywood Nite...even greater nite after that 
Positive,"@kailiis thanks , "
Positive,off to babysit in 5mins 
Positive,"missing T20 cricket, sunday shows, mails, twitter, movies, etc was tough ; Also didn't venture out which is usual in weekends so no fuel "
Positive,i get a new phone today!! woohoo 
Positive,"@Houeida thanks for the advice, it is getting better now with the water.I am on top of it "
Positive,"dear Brenna, welcome aboard  we've been waiting for you"
Positive,@edullima   Just being honest. lol.
Positive,brown hair 
Positive,@ShawtyMamas @Lloyd_YG...I'm about to see lloyd this weekend i'll try to take some pics so you can see them 
Positive,Thanks to Twitterhood Quiz prize sponsors @judyrey and @PaulaBrett and @Suefromque and @mhemig 
Positive,I'm STARVING. Waiting for Josh to get out of the shower so we can order pizza and settle in with movies.  I'm so happy right now. â¥
Positive,A glass of rose &amp; the French open  #fb
Positive,A day with a client - what unknown Hell will befall me? 
Positive,Great weather for a dog show 
Positive,@schmae Look which twitty bird is here now? 
Positive,Just having some cheese on toast and a cuppa 
Positive,@thebluenile just call him/her 
Positive,Pokadot im almost 100% sure im gonna be a daddy today 
Positive,but 3 days later im not gunna be with another guy 
Positive,Good morning US folks 
Positive,@kunalnayyar full of awesomeness and hilarity as always! 
Positive,I'm so excited. I think Trey and Kiev and Sarah are going to come pick me up.  only downside-&gt;I'd miss the art meeting.
Positive,"On the bus, on the way home. Excited for tmr's party! "
Positive,"@xlad hey, new pic. Sexy "
Positive,@Devkss Absolutely 
Positive,"What's up ! I'm taking a delicious ice cream now, while I speak with some friends on msn! have a nice Sunday ! "
Positive,@Romeo72 So that means I get to listen to music 
Positive,Ahh just woke up.. at 1pm in the afternoon i feel chill and gonna chill for today im guessing 
Positive,I could totally go for a grilled cheese sandwich right now [or french dip?] and some Dairy Queen style vanilla ice cream in a sugar cone 
Positive,@knightryder76 @chicagored77 Let's pray it goes by quick &amp; painless mahasha 
Positive,Helping with field day at faubion 
Positive,@PhoenixShredds What's weather like in Vegas? 
Positive,books her L's finally 
Positive,@MsTashaB congrats! I might need a loan 
Positive,@trohman props for being in brooklyn 
Positive,FLARE MAGAZINE - July Issue! Hitting stands this Mon June 8th&gt; I'm in it!  Yaaaaaa!  Pick up your copy!!
Positive,where I do wanna go is Comet  40 days bby'
Positive,@denawhitebirch Tell us all about it (as long as you can describe it in less than 124 characters) !!!   
Positive,@bamaloo What makes you think @smartie.lover needs a shave? LOL! 
Positive,"First activity, brewing a cup of black tea.  #good #morning #tea"
Positive,"I wonder what it feels like to have a mustache. Or as Bullwinkle put it, a &quot;moose-tache.&quot; "
Positive,"@SherryALeigh Yay, that's fab  We've had lush weather here too, ensued by lots of sitting around outside not moving very much lol!"
Positive,@ladypn I'm great! Thank you. How about you?  It's good to see you!!:-D ? http://blip.fm/~740d4
Positive,"Just attended Business Planning seminar, got another tomorrow on Marketing.  "
Positive,Swim for an hour. Shower. Enjoy the quiet while adding pages to WIP. Pick up 4-yr-old and get ready for noise overload. 
Positive,@MRJELLYBEANZ Thanks for the #FF 
Positive,@bjfletcher you can only escape the politics for so long. it'll hunt you down eventually 
Positive,@sweetney BUT if I end up in the North. we are definitely hanging out and talking about Lost 
Positive,@Linda_PetTalez Happy Friday to you too! Welcome to the weekend! 
Positive,@butchwalker good fucking point as usual 
Positive,"@Ayelis As it turns out, I was visited by a co-worker who got a 2-for-1 deal at the local bakery. Same thing. "
Positive,"Whale watching, south of Adelaide. Mum &amp; baby splashing around. "
Positive,"@Kimbot1984 Elsewhere, people are twittering &quot;I had a great start to my day. I was driving and I saw this girl...&quot; "
Positive,"@buckhollywood I can't wait to hear &quot;Their&quot; Buck. Put it on Itunes, I'll buy it  haha"
Positive,I have an interview today so wish me luck  #job
Positive,is all clear! Apartment has been rented. One big step closer to living my 2010 dream! 
Positive,@caroldeckert  my pleasure - your tweet was very insightful
Positive,@MrsHz I often wonder if &quot;simple&quot; and &quot;wedding&quot; can go together!  Good luck 2 u. Hope it is as wonderful as you dream
Positive,"@HillaO We've quite a fiew deals by now  Btw, did I tell you I'm going to Barca late October for a week? )) Can't wait!"
Positive,my birthday is in 96 days!!!!! (i think!)  
Positive,for lovely @Blippo. kisses across the waters! Hope this sunday you're relaxed and enjoying time off   â« http://blip.fm/~7sdm8
Positive,@Itxi_Itx Excellent choice! 
Positive,A night at home sounds gooood to me 
Positive,"@timsully1 its been a lovely day, to have a &quot;Lovely Day&quot; ....I've had a day with all our 6 LSP's.....lovely not quite the word I'd use "
Positive,Going to our summer..er.... house.. more like a cottage really. Cleaning it before moving in for the summer  It's a nice little place. bye
Positive,"@waxinglyrical - All girls are cute  So yeah, kawaii. Too bad not a strawberry. With that she could define her name literally XD"
Positive,@Animal_Chin_au why sad face for manly? manly =  on sat they will cane the roosters &amp; sun is the manly wharf hotel soft sand classic!
Positive,so excited for monday and #xboxe3 
Positive,"@mshurtmeplz They took my phone away during my party so I couldn't twitter, but I took pix-I'll try to get them up asap for ya.  "
Positive,Hope all ya'll in the weather center have a calm and uneventful night *crosses fingers* 
Positive,"@aaaaalison - Terry Pratchett is always a great summer read. Really brittish, really quirky humour. He writes the discworld series "
Positive,"@arbonneteam Thank you, you too! "
Positive,just arrived at the netshop a few minutes ago..  Pacquiao vs Hatton tomorrow morning..  Good luck Manny!!!
Positive,@ednarheiner @MATT_369 @Teddy_Salad @starlingpoet @LyndonPhipps @vene2ia @Triplebeamsheme  thanks so much for the #followfriday love... 
Positive,"is here in school with Kay! &lt;3   All my indecision ,All of my excess Don't you ever tell me I'm not lovin' you best I"
Positive,@katt_DC Just giving you a hard time! 
Positive,Morning all ... Out last night so v glad to discover this morning that little Brummie breakdancing dude won his semi 
Positive,"@jasonbigboy yes, true... hei, i gotta go now, i'm really tired, i'll try sleep. bye, take care and good night "
Positive,@osplanner why not...he has enough tenure 
Positive,"@sophieniicole naah i want him to come to natalies, andd for him to bring friendss you can have harry i'll have anotherrr of his mates "
Positive,last one for the evening. zooey covering &quot;dream a little dream of me.&quot; goodnight.  â« http://blip.fm/~7h89h
Positive,Bout 2 go see Wolverine with my BFF 
Positive,@nfishlovinlife hehehe true...  and you freak about tests a lot too lol XD
Positive,@shamhardy thanks dude...do share it if u like it.. 
Positive,@wendywings I dont really keep up with my ex's  most of them are scary 
Positive,Woo hoo! 8 lives AND 2 continues on Sonic the Hedgehog for iPod. An only on Act 2 I could do well 
Positive,@avidbookreader  I think Twilight fans are making his books popular. :/
Positive,Back from my Interview with BWS i will hear back from thin in the coming week but its lookin good 
Positive,@heycassadee http://twitpic.com/6ppn4 - cute!  i love your shirt!
Positive,Im watching ice princess and that rock skater is badass!  *jumping shrimp? o.O
Positive,Found 3G Watchdog for Android: http://bit.ly/cXMnY via @rgruet - great tool for monitoring your &quot;unlimited&quot; plans (read the fine print 
Positive,"What a good weekend, I heart my friends! "
Positive,@mitchellharper Challenge: Beat 24mins. 
Positive,@ChefDebbieCPC thanks for the cupcake love.  
Positive,@tartanink lovely pictures 
Positive,@garymurning I like to do that too. Also like to leave one thing I know will do so easier start beginning of week. Sometimes works 
Positive,is Be right back. Alis mode muna aq Pizza Making ng Choir nmin.. love it. Tc pals.!  http://plurk.com/p/wwqfy
Positive,"woot, crackdown 2, left 4 dead 2!  good news at last! "
Positive,@whmwall it made me want to have a 5 guys burger ... yummo 
Positive,im still loving this hot weather lol  xx
Positive,Good morning everyone. Going to eat a good breakfast now 
Positive,Didn't have coffee this morning. It's surprising because I'm not tired. 
Positive,"There were great times for Aimee's 21st yesterday  Not too hungover today, huzzah! Ramen later... *nom*"
Positive,Manders is done with my hair and makeup. I'm dressed and heading to the group prayer...then the show. TTYL 
Positive,the car does not look like something that'd be approved for real car manufacturing. Too advanced for this century. 
Positive,@avalon373 Hahaha!!! LOVE the play on words. Brilliant! 
